user_id,movie_id,movie_title,explanation_type,explanation,persuasiveness,transparency,satisfaction,interest_accuracy
4376251640447208384,8533,恋恋笔记本 The Notebook,item,喜欢《暮光之城2：新月》的也喜欢,4.0,4.0,4,4
4376251640447208384,8533,恋恋笔记本 The Notebook,attr_nonpersonal,"这部电影的编剧是<span style=""text-decoration:underline"" data-toggle=""tooltip"" data-placement=""right"" data-html=""true"" title='<img src=""/static/figures/attribute/c_1296698.jpg"" style=""height:200px""/>'>扬·萨尔迪 </span>",2.0,2.0,2,2
4376251640447208384,8533,恋恋笔记本 The Notebook,attr_random,这是一部爱情电影,4.0,4.0,3,4
4376251640447208384,8533,恋恋笔记本 The Notebook,attr_personal,这是一部爱情电影,4.0,4.0,3,4
4376251640447208384,8533,恋恋笔记本 The Notebook,pop,有405359用户看过这部电影(热门度前1%),4.0,4.0,4,4
4376251640447208384,8533,恋恋笔记本 The Notebook,user,和你兴趣相似的用户中，看过这部电影的96.8%都喜欢,4.0,5.0,4,4
4376251640447208384,8533,恋恋笔记本 The Notebook,attr_peer,这是一部美国电影,3.0,3.0,3,3
4376251640447208384,95754,兄弟情人 Do Começo ao Fim,peer,跨越血缘，跨越性向，跨越距离与生死，见证真爱带来的可能性。,4.0,2.0,4,4
4376251640447208384,95754,兄弟情人 Do Começo ao Fim,pop,有11842用户看过这部电影(热门度前23%),2.0,2.0,3,3
4376251640447208384,95754,兄弟情人 Do Começo ao Fim,attr_random,这是一部同性电影,4.0,2.0,4,4
4376251640447208384,95754,兄弟情人 Do Começo ao Fim,attr_nonpersonal,这是一部同性电影,4.0,2.0,4,4
4376251640447208384,95754,兄弟情人 Do Começo ao Fim,item,喜欢《暮光之城2：新月》的也喜欢,4.0,4.0,4,4
4376251640447208384,95754,兄弟情人 Do Começo ao Fim,user,和你兴趣相似的用户中，看过这部电影的100.0%都喜欢,4.0,5.0,5,4
4376251640447208384,95754,兄弟情人 Do Começo ao Fim,attr_personal,这是一部剧情电影,3.0,3.0,3,3
4376251640447208384,95754,兄弟情人 Do Começo ao Fim,attr_peer,这是一部剧情电影,3.0,3.0,3,3
4376251640447208384,64114,消防员 Fireproof,attr_nonpersonal,这是一部爱情电影,4.0,4.0,4,4
4376251640447208384,64114,消防员 Fireproof,attr_personal,这是一部爱情电影,4.0,4.0,4,4
4376251640447208384,64114,消防员 Fireproof,item,喜欢《惊天魔盗团》的也喜欢,4.0,4.0,4,4
4376251640447208384,64114,消防员 Fireproof,attr_random,这是一部美国电影,3.0,3.0,3,3
4376251640447208384,64114,消防员 Fireproof,attr_peer,这是一部美国电影,3.0,3.0,3,3
4376251640447208384,64114,消防员 Fireproof,user,和你兴趣相似的用户中，看过这部电影的100.0%都喜欢,4.0,5.0,5,4
4376251640447208384,64114,消防员 Fireproof,pop,有4132用户看过这部电影(热门度前37%),3.0,2.0,3,3
4376251640447208384,64114,消防员 Fireproof,item_peer,这部电影和你看过的《我的少女时代 我的少女時代》很像,4.0,5.0,5,4
4376251640447208384,64114,消防员 Fireproof,peer,我们该怎么挽救一段看似没有未来的爱情？这部电影会给你答案。,4.0,2.0,4,4
3895008356417706665,800,小镇疑云 Lone Star,attr_random,这是一部悬疑电影,2.0,3.0,2,4
3895008356417706665,800,小镇疑云 Lone Star,attr_personal,这是一部悬疑电影,2.0,3.0,2,4
3895008356417706665,800,小镇疑云 Lone Star,attr_peer,这是一部悬疑电影,2.0,3.0,2,4
3895008356417706665,800,小镇疑云 Lone Star,item,喜欢《神话》的也喜欢,3.0,3.0,3,3
3895008356417706665,800,小镇疑云 Lone Star,user,和你兴趣相似的用户中，看过这部电影的90.6%都喜欢,4.0,4.0,4,4
3895008356417706665,800,小镇疑云 Lone Star,pop,有361用户看过这部电影(热门度前73%),5.0,5.0,4,4
3895008356417706665,800,小镇疑云 Lone Star,attr_nonpersonal,"这部电影的演员有<span style=""text-decoration:underline"" data-toggle=""tooltip"" data-placement=""right"" data-html=""true"" title='<img src=""/static/figures/attribute/c_1040511.jpg"" style=""height:200px""/>'>马修·麦康纳 </span>",2.0,2.0,2,2
3895008356417706665,800,小镇疑云 Lone Star,peer,德州的场景超级棒 就很复古的美国西部的感觉,2.0,2.0,3,3
3895008356417706665,800,小镇疑云 Lone Star,item_peer,这部电影和你看过的《恐怖游轮 Triangle》很像,5.0,5.0,5,4
3895008356417706665,214,暴雨将至 Пред дождот,pop,有20842用户看过这部电影(热门度前17%),3.0,3.0,3,3
3895008356417706665,214,暴雨将至 Пред дождот,user,和你兴趣相似的用户中，看过这部电影的75.0%都喜欢,3.0,4.0,4,4
3895008356417706665,214,暴雨将至 Пред дождот,attr_random,这是一部马其顿电影,2.0,2.0,2,2
3895008356417706665,214,暴雨将至 Пред дождот,attr_nonpersonal,这是一部战争电影,2.0,2.0,3,3
3895008356417706665,214,暴雨将至 Пред дождот,attr_personal,这是一部战争电影,2.0,2.0,3,3
3895008356417706665,214,暴雨将至 Пред дождот,attr_peer,这是一部战争电影,2.0,2.0,3,3
3895008356417706665,214,暴雨将至 Пред дождот,item_peer,这部电影和你看过的《天将雄师》很像,3.0,4.0,3,4
3895008356417706665,214,暴雨将至 Пред дождот,item,喜欢《集结号》的也喜欢,4.0,4.0,3,4
3895008356417706665,214,暴雨将至 Пред дождот,peer,很深刻的探讨种族、战争、宗教的片子 值得一看,3.0,4.0,3,3
3895008356417706665,4312,喜马拉雅 Himalaya - l'enfance d'un chef,item_peer,这部电影和你看过的《地心引力 Gravity》很像,4.0,4.0,3,3
3895008356417706665,4312,喜马拉雅 Himalaya - l'enfance d'un chef,pop,有10404用户看过这部电影(热门度前25%),4.0,4.0,3,4
3895008356417706665,4312,喜马拉雅 Himalaya - l'enfance d'un chef,peer,真的是看完很荡气回肠的大场景电影 拍的很美 也很安静深刻,5.0,5.0,3,4
3895008356417706665,4312,喜马拉雅 Himalaya - l'enfance d'un chef,user,和你兴趣相似的用户中，看过这部电影的100.0%都喜欢,5.0,5.0,5,5
3895008356417706665,4312,喜马拉雅 Himalaya - l'enfance d'un chef,attr_nonpersonal,这是一部冒险电影,3.0,4.0,4,4
3895008356417706665,4312,喜马拉雅 Himalaya - l'enfance d'un chef,attr_personal,这是一部冒险电影,3.0,4.0,4,4
3895008356417706665,4312,喜马拉雅 Himalaya - l'enfance d'un chef,attr_peer,这是一部冒险电影,3.0,4.0,4,4
3895008356417706665,4312,喜马拉雅 Himalaya - l'enfance d'un chef,attr_random,"这部电影的编剧是<span style=""text-decoration:underline"" data-toggle=""tooltip"" data-placement=""right"" data-html=""true"" title='<img src=""/static/figures/attribute/c_1344338.jpg"" style=""height:200px""/>'>纳塔莉·阿祖莱 </span>",2.0,2.0,2,2
3895008356417706665,4312,喜马拉雅 Himalaya - l'enfance d'un chef,item,喜欢《集结号》的也喜欢,1.0,1.0,3,3
3895008356417706665,50,非常嫌疑犯 The Usual Suspects,attr_random,这是一部犯罪电影,3.0,3.0,4,4
3895008356417706665,50,非常嫌疑犯 The Usual Suspects,attr_personal,这是一部悬疑电影,3.0,3.0,4,4
3895008356417706665,50,非常嫌疑犯 The Usual Suspects,attr_peer,这是一部悬疑电影,3.0,3.0,4,4
3895008356417706665,50,非常嫌疑犯 The Usual Suspects,pop,有171366用户看过这部电影(热门度前4%),5.0,5.0,4,4
3895008356417706665,50,非常嫌疑犯 The Usual Suspects,attr_nonpersonal,"这部电影的演员有<span style=""text-decoration:underline"" data-toggle=""tooltip"" data-placement=""right"" data-html=""true"" title='<img src=""/static/figures/attribute/c_1048144.jpg"" style=""height:200px""/>'>史蒂芬·鲍德温 </span>",3.0,2.0,3,4
3895008356417706665,50,非常嫌疑犯 The Usual Suspects,user,和你兴趣相似的用户中，看过这部电影的96.0%都喜欢,5.0,4.0,5,4
3895008356417706665,50,非常嫌疑犯 The Usual Suspects,peer,犯罪片 超级赞 剧情紧凑而且结尾处有大反转,5.0,5.0,5,5
3895008356417706665,50,非常嫌疑犯 The Usual Suspects,item_peer,这部电影和你看过的《谍影重重5 Jason Bourne》很像,5.0,5.0,4,4
3895008356417706665,50,非常嫌疑犯 The Usual Suspects,item,喜欢《地心引力》的也喜欢,3.0,4.0,4,3
3895008356417706665,96966,双面劳伦斯 Laurence Anyways,item,喜欢《集结号》的也喜欢,1.0,1.0,2,4
3895008356417706665,96966,双面劳伦斯 Laurence Anyways,attr_random,"这部电影的演员有<span style=""text-decoration:underline"" data-toggle=""tooltip"" data-placement=""right"" data-html=""true"" title='<img src=""/static/figures/attribute/c_1280933.jpg"" style=""height:200px""/>'>苏珊娜·克莱蒙 </span>",2.0,2.0,2,2
3895008356417706665,96966,双面劳伦斯 Laurence Anyways,attr_nonpersonal,"这部电影的演员有<span style=""text-decoration:underline"" data-toggle=""tooltip"" data-placement=""right"" data-html=""true"" title='<img src=""/static/figures/attribute/c_1280933.jpg"" style=""height:200px""/>'>苏珊娜·克莱蒙 </span>",2.0,2.0,2,2
3895008356417706665,96966,双面劳伦斯 Laurence Anyways,peer,变性人的热点片子 很注重人内心世界的表现,2.0,2.0,2,2
3895008356417706665,96966,双面劳伦斯 Laurence Anyways,user,和你兴趣相似的用户中，看过这部电影的100.0%都喜欢,5.0,4.0,4,4
3895008356417706665,96966,双面劳伦斯 Laurence Anyways,pop,有12242用户看过这部电影(热门度前23%),4.0,4.0,3,4
3895008356417706665,96966,双面劳伦斯 Laurence Anyways,attr_peer,这是一部剧情电影,4.0,4.0,3,4
3895008356417706665,96966,双面劳伦斯 Laurence Anyways,attr_personal,这是一部加拿大电影,1.0,1.0,2,2
3895008356417706665,2360,家宴 Festen,peer,平静的餐桌之下隐藏着阴谋诡计！非常扣人心弦,4.0,4.0,4,4
3895008356417706665,2360,家宴 Festen,attr_random,这是一部剧情电影,3.0,3.0,3,4
3895008356417706665,2360,家宴 Festen,attr_personal,这是一部剧情电影,3.0,3.0,3,4
3895008356417706665,2360,家宴 Festen,attr_peer,这是一部剧情电影,3.0,3.0,3,4
3895008356417706665,2360,家宴 Festen,item,喜欢《集结号》的也喜欢,3.0,3.0,3,3
3895008356417706665,2360,家宴 Festen,attr_nonpersonal,"这部电影的演员有<span style=""text-decoration:underline"" data-toggle=""tooltip"" data-placement=""right"" data-html=""true"" title='<img src=""/static/figures/attribute/c_1037165.jpg"" style=""height:200px""/>'>托玛斯·博·拉森 </span>",3.0,3.0,2,2
3895008356417706665,2360,家宴 Festen,pop,有3758用户看过这部电影(热门度前39%),3.0,3.0,3,3
3895008356417706665,2360,家宴 Festen,item_peer,这部电影和你看过的《恐怖游轮 Triangle》很像,4.0,4.0,4,4
3895008356417706665,2360,家宴 Festen,user,和你兴趣相似的用户中，看过这部电影的90.9%都喜欢,4.0,4.0,4,4
3895008356417706665,608,冰血暴 Fargo,attr_nonpersonal,"这部电影的编剧是<span style=""text-decoration:underline"" data-toggle=""tooltip"" data-placement=""right"" data-html=""true"" title='<img src=""/static/figures/attribute/c_1054517.jpg"" style=""height:200px""/>'>乔尔·科恩 </span>",2.0,2.0,3,3
3895008356417706665,608,冰血暴 Fargo,peer,幽默感和悬疑的氛围贯穿始终 没有尿点,5.0,5.0,5,5
3895008356417706665,608,冰血暴 Fargo,item_peer,这部电影和你看过的《三枪拍案惊奇》很像,1.0,1.0,1,1
3895008356417706665,608,冰血暴 Fargo,attr_personal,这是一部英国电影,3.0,3.0,3,3
3895008356417706665,608,冰血暴 Fargo,attr_random,"这部电影的编剧是<span style=""text-decoration:underline"" data-toggle=""tooltip"" data-placement=""right"" data-html=""true"" title='<img src=""/static/figures/attribute/c_1054401.jpg"" style=""height:200px""/>'>伊桑·科恩 </span>",3.0,3.0,2,2
3895008356417706665,608,冰血暴 Fargo,item,喜欢《地心引力》的也喜欢,3.0,4.0,3,4
3895008356417706665,608,冰血暴 Fargo,attr_peer,这是一部剧情电影,3.0,4.0,3,4
3895008356417706665,608,冰血暴 Fargo,pop,有57318用户看过这部电影(热门度前9%),4.0,4.0,4,4
3895008356417706665,608,冰血暴 Fargo,user,和你兴趣相似的用户中，看过这部电影的90.8%都喜欢,4.0,5.0,4,4
3895008356417706665,2959,搏击俱乐部 Fight Club,attr_personal,这是一部动作电影,3.0,2.0,3,3
3895008356417706665,2959,搏击俱乐部 Fight Club,attr_nonpersonal,"这部电影的编剧是<span style=""text-decoration:underline"" data-toggle=""tooltip"" data-placement=""right"" data-html=""true"" title='<img src=""/static/figures/attribute/c_1032212.jpg"" style=""height:200px""/>'>恰克·帕拉尼克 </span>",2.0,2.0,2,2
3895008356417706665,2959,搏击俱乐部 Fight Club,item,喜欢《恐怖游轮》的也喜欢,3.0,4.0,4,4
3895008356417706665,2959,搏击俱乐部 Fight Club,peer,超级好看！多重人格的大反转！演员演的超级带感 而且很有社会深度,5.0,5.0,5,5
3895008356417706665,2959,搏击俱乐部 Fight Club,attr_peer,"这部电影的导演是<span style=""text-decoration:underline"" data-toggle=""tooltip"" data-placement=""right"" data-html=""true"" title='<img src=""/static/figures/attribute/c_1012521.jpg"" style=""height:200px""/>'>大卫·芬奇 </span>",5.0,5.0,4,4
3895008356417706665,2959,搏击俱乐部 Fight Club,item_peer,这部电影和你看过的《三枪拍案惊奇》很像,1.0,1.0,1,1
3895008356417706665,2959,搏击俱乐部 Fight Club,user,和你兴趣相似的用户中，看过这部电影的95.8%都喜欢,4.0,3.0,4,4
3895008356417706665,2959,搏击俱乐部 Fight Club,attr_random,这是一部德国电影,2.0,2.0,3,3
3895008356417706665,2959,搏击俱乐部 Fight Club,pop,有569315用户看过这部电影(热门度前1%),5.0,5.0,5,4
5558439518428539824,318,肖申克的救赎 The Shawshank Redemption,attr_random,"这部电影的导演是<span style=""text-decoration:underline"" data-toggle=""tooltip"" data-placement=""right"" data-html=""true"" title='<img src=""/static/figures/attribute/c_1047973.jpg"" style=""height:200px""/>'>弗兰克·德拉邦特 </span>",3.0,3.0,3,3
5558439518428539824,318,肖申克的救赎 The Shawshank Redemption,item,喜欢《与神同行：罪与罚》的也喜欢,4.0,3.0,4,3
5558439518428539824,318,肖申克的救赎 The Shawshank Redemption,user,和你兴趣相似的用户中，看过这部电影的93.7%都喜欢,3.0,3.0,4,4
5558439518428539824,318,肖申克的救赎 The Shawshank Redemption,peer,太强大的电影 经典而且无懈可击的剧情和表演,4.0,4.0,4,4
5558439518428539824,318,肖申克的救赎 The Shawshank Redemption,pop,有1677850用户看过这部电影(热门度前1%),4.0,4.0,4,4
5558439518428539824,318,肖申克的救赎 The Shawshank Redemption,attr_peer,"这部电影的编剧是<span style=""text-decoration:underline"" data-toggle=""tooltip"" data-placement=""right"" data-html=""true"" title='<img src=""/static/figures/attribute/c_1049547.jpg"" style=""height:200px""/>'>斯蒂芬·金 </span>",4.0,4.0,4,4
5558439518428539824,318,肖申克的救赎 The Shawshank Redemption,attr_personal,这是一部美国电影,4.0,3.0,3,3
5558439518428539824,318,肖申克的救赎 The Shawshank Redemption,attr_nonpersonal,"这部电影的演员有<span style=""text-decoration:underline"" data-toggle=""tooltip"" data-placement=""right"" data-html=""true"" title='<img src=""/static/figures/attribute/c_1041179.jpg"" style=""height:200px""/>'>鲍勃·冈顿 </span>",3.0,3.0,3,3
5558439518428539824,141668,战争房间 War Room,item,喜欢《鼠来宝》的也喜欢,3.0,1.0,1,1
5558439518428539824,141668,战争房间 War Room,attr_random,"这部电影的演员有<span style=""text-decoration:underline"" data-toggle=""tooltip"" data-placement=""right"" data-html=""true"" title='<img src=""/static/figures/attribute/c_1351750.jpg"" style=""height:200px""/>'>T·C·斯托林斯 </span>",2.0,1.0,2,1
5558439518428539824,141668,战争房间 War Room,peer,基督教的爱情故事 挺感人的,2.0,3.0,1,1
5558439518428539824,141668,战争房间 War Room,user,和你兴趣相似的用户中，看过这部电影的100.0%都喜欢,3.0,2.0,1,1
5558439518428539824,141668,战争房间 War Room,attr_nonpersonal,这是一部剧情电影,2.0,3.0,1,4
5558439518428539824,141668,战争房间 War Room,attr_peer,这是一部剧情电影,2.0,3.0,1,4
5558439518428539824,141668,战争房间 War Room,attr_personal,这是一部美国电影,2.0,2.0,1,4
5558439518428539824,141668,战争房间 War Room,pop,有1633用户看过这部电影(热门度前52%),1.0,1.0,1,2
5558439518428539824,143547,剧院魅影：25周年纪念演出 The Phantom of the Opera at the Royal Albert Hall,peer,经典中的经典啊 音乐和表演都无懈可击,5.0,4.0,5,5
5558439518428539824,143547,剧院魅影：25周年纪念演出 The Phantom of the Opera at the Royal Albert Hall,pop,有9823用户看过这部电影(热门度前25%),4.0,4.0,4,4
5558439518428539824,143547,剧院魅影：25周年纪念演出 The Phantom of the Opera at the Royal Albert Hall,item,喜欢《快乐的大脚》的也喜欢,3.0,1.0,2,3
5558439518428539824,143547,剧院魅影：25周年纪念演出 The Phantom of the Opera at the Royal Albert Hall,attr_nonpersonal,"这部电影的编剧是<span style=""text-decoration:underline"" data-toggle=""tooltip"" data-placement=""right"" data-html=""true"" title='<img src=""/static/figures/attribute/c_1000309.jpg"" style=""height:200px""/>'>安德鲁·洛伊德·韦伯 </span>",3.0,3.0,3,3
5558439518428539824,143547,剧院魅影：25周年纪念演出 The Phantom of the Opera at the Royal Albert Hall,attr_personal,这是一部歌舞电影,5.0,5.0,5,5
5558439518428539824,143547,剧院魅影：25周年纪念演出 The Phantom of the Opera at the Royal Albert Hall,attr_random,这是一部剧情电影,5.0,5.0,5,5
5558439518428539824,143547,剧院魅影：25周年纪念演出 The Phantom of the Opera at the Royal Albert Hall,attr_peer,这是一部音乐电影,5.0,5.0,5,5
5558439518428539824,94752,恩赐妙手：班·卡森医师 Gifted Hands: The Ben Carson Story,attr_personal,这是一部美国电影,3.0,3.0,3,3
5558439518428539824,94752,恩赐妙手：班·卡森医师 Gifted Hands: The Ben Carson Story,peer,挺励志而且有创意的片子 剧情也不拖沓 值得一看,4.0,4.0,4,4
5558439518428539824,94752,恩赐妙手：班·卡森医师 Gifted Hands: The Ben Carson Story,attr_random,"这部电影的演员有<span style=""text-decoration:underline"" data-toggle=""tooltip"" data-placement=""right"" data-html=""true"" title='<img src=""/static/figures/attribute/c_1323420.jpg"" style=""height:200px""/>'>罗兰·巴斯 </span>",3.0,3.0,3,3
5558439518428539824,94752,恩赐妙手：班·卡森医师 Gifted Hands: The Ben Carson Story,pop,有2021用户看过这部电影(热门度前49%),2.0,2.0,2,2
5558439518428539824,94752,恩赐妙手：班·卡森医师 Gifted Hands: The Ben Carson Story,item,喜欢《小黄人大眼萌》的也喜欢,1.0,1.0,1,2
5558439518428539824,94752,恩赐妙手：班·卡森医师 Gifted Hands: The Ben Carson Story,attr_nonpersonal,这是一部剧情电影,3.0,4.0,4,4
5558439518428539824,94752,恩赐妙手：班·卡森医师 Gifted Hands: The Ben Carson Story,attr_peer,这是一部剧情电影,3.0,4.0,4,4
5558439518428539824,94752,恩赐妙手：班·卡森医师 Gifted Hands: The Ben Carson Story,user,和你兴趣相似的用户中，看过这部电影的100.0%都喜欢,3.0,4.0,2,4
5558439518428539824,74480,电话情缘 The Other End of the Line,attr_personal,这是一部喜剧电影,4.0,4.0,5,4
5558439518428539824,74480,电话情缘 The Other End of the Line,attr_peer,这是一部喜剧电影,4.0,4.0,5,4
5558439518428539824,74480,电话情缘 The Other End of the Line,pop,有1515用户看过这部电影(热门度前53%),1.0,1.0,3,3
5558439518428539824,74480,电话情缘 The Other End of the Line,attr_random,"这部电影的演员有<span style=""text-decoration:underline"" data-toggle=""tooltip"" data-placement=""right"" data-html=""true"" title='<img src=""/static/figures/attribute/c_1027855.jpg"" style=""height:200px""/>'>拉里·米勒 </span>",2.0,3.0,2,2
5558439518428539824,74480,电话情缘 The Other End of the Line,attr_nonpersonal,这是一部爱情电影,4.0,4.0,4,4
5558439518428539824,74480,电话情缘 The Other End of the Line,item,喜欢《快乐的大脚》的也喜欢,1.0,1.0,3,3
5558439518428539824,74480,电话情缘 The Other End of the Line,peer,很轻松的爱情喜剧 情节设定很有意思,3.0,3.0,4,4
